received_at,device_id,temperature_c,humidity_pct,soil_moisture_pct,ph_value,moisture_level,ph_category,has_errors
2026-06-22 04:57:07.010,farm_node_01,34.0,66.4,21.05,11.8,dry,strongly_alkaline,False
2026-06-22 05:01:44.126,farm_node_01,34.0,64.8,9.05,11.8,dry,strongly_alkaline,False
2026-06-22 05:02:14.898,farm_node_01,34.0,64.9,14.48,11.8,dry,strongly_alkaline,False
2026-06-22 05:02:45.734,farm_node_01,34.0,65.0,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 05:03:16.573,farm_node_01,34.0,65.1,0.0,11.8,dry,strongly_alkaline,False
2026-06-22 05:03:47.414,farm_node_01,34.0,65.1,7.38,11.8,dry,strongly_alkaline,False
2026-06-22 05:04:18.252,farm_node_01,34.0,65.0,12.19,11.8,dry,strongly_alkaline,False
2026-06-22 05:04:49.091,farm_node_01,34.0,65.0,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:19:20.983,farm_node_01,33.4,67.1,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:19:56.320,farm_node_01,33.4,67.0,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:20:27.045,farm_node_01,33.5,66.2,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:20:58.918,farm_node_01,33.6,65.6,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:21:28.713,farm_node_01,33.6,65.5,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:21:59.551,farm_node_01,33.7,65.6,20.05,11.8,dry,strongly_alkaline,False
2026-06-24 15:22:30.392,farm_node_01,33.7,65.5,36.29,11.8,moderate,strongly_alkaline,False
2026-06-24 15:23:01.233,farm_node_01,33.7,65.4,25.14,11.8,dry,strongly_alkaline,False
2026-06-24 15:23:32.076,farm_node_01,33.7,65.3,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:24:02.911,farm_node_01,33.7,65.3,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:24:33.751,farm_node_01,33.8,65.4,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:25:04.593,farm_node_01,33.7,65.5,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:25:35.431,farm_node_01,33.7,65.5,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:26:06.267,farm_node_01,33.7,65.5,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:26:37.129,farm_node_01,33.7,65.5,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:27:07.952,farm_node_01,33.7,65.4,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:27:38.817,farm_node_01,33.7,65.4,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:28:09.626,farm_node_01,33.8,65.3,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:28:40.467,farm_node_01,33.8,65.3,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:29:11.305,farm_node_01,33.8,65.2,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:29:42.147,farm_node_01,33.8,65.1,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:30:12.993,farm_node_01,33.8,65.0,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:30:43.826,farm_node_01,33.8,64.9,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:31:14.664,farm_node_01,33.8,64.8,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:31:45.504,farm_node_01,33.8,64.7,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:32:16.344,farm_node_01,33.8,64.8,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:32:48.442,farm_node_01,33.8,64.8,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:33:18.022,farm_node_01,33.7,64.8,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:33:48.869,farm_node_01,33.7,64.7,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:34:19.703,farm_node_01,33.7,64.9,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:34:50.543,farm_node_01,33.7,64.9,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:35:22.399,farm_node_01,33.7,64.9,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:35:52.221,farm_node_01,33.7,65.0,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:36:23.063,farm_node_01,33.7,65.0,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:36:53.900,farm_node_01,33.8,65.1,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:37:25.896,farm_node_01,33.8,65.1,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:37:55.578,farm_node_01,33.8,65.0,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:38:26.419,farm_node_01,33.8,65.0,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:38:57.258,farm_node_01,33.7,65.1,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:39:28.103,farm_node_01,33.7,65.2,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:39:58.937,farm_node_01,33.7,65.4,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:40:29.780,farm_node_01,33.7,65.3,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:41:00.617,farm_node_01,33.7,65.4,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:41:31.457,farm_node_01,33.7,65.5,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:42:02.295,farm_node_01,33.7,65.4,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:42:33.139,farm_node_01,33.7,65.4,0.0,11.8,dry,strongly_alkaline,False
2026-06-24 15:43:03.978,farm_node_01,33.7,65.5,0.0,11.8,dry,strongly_alkaline,False
